231,232,249
231,249,248
232,233,250
232,250,249
233,234,251
233,251,250
234,235,252
234,252,251
235,236,253
235,253,252
236,237,254
236,254,253
238,239,256
238,256,255
239,240,257
239,257,256
240,241,258
240,258,257
241,242,259
241,259,258
242,243,260
242,260,259
243,244,261
243,261,260
244,245,262
244,262,261
245,246,263
245,263,262
246,247,264
246,264,263
247,248,265
247,265,264
248,249,266
248,266,265
249,250,267
249,267,266
250,251,268
250,268,267
251,252,269
251,269,268
252,253,270
252,270,269
253,254,271
253,271,270
255,256,273
255,273,272
256,257,274
256,274,273
257,258,275
257,275,274
258,259,276
258,276,275
259,260,277
259,277,276
260,261,278
260,278,277
261,262,279
261,279,278
262,263,280
262,280,279
263,264,281
263,281,280
264,265,282
264,282,281
265,266,283
265,283,282
266,267,284
266,284,283
267,268,285
267,285,284
268,269,286
268,286,285
269,270,287
269,287,286
270,271,288
270,288,287
